Altura,Peso
182,69.5
195,83.5
192,90.0
189,67.1
163,58.0
162,63.6
191,79.9
178,64.5
190,68.8
163,59.1
194,82.4
174,68.6
161,48.9
162,62.5
168,56.9
162,52.9
171,67.9
188,68.7
186,70.6
173,68.5
181,62.7
181,64.7
193,84.2
185,84.0
187,74.3
174,65.7
191,74.5
163,53.1
182,62.3
192,75.2
185,66.4
170,61.7
162,54.2
161,58.8
173,74.4
187,77.5
164,55.1
181,77.1
190,89.2
194,82.5
167,57.6
186,76.0
176,60.6
174,74.3
194,89.9
162,62.3
173,68.0
185,68.9
186,66.4
161,49.6
178,71.3
191,79.9
184,74.9
182,78.7
176,57.6
192,85.5
188,71.3
195,71.6
191,76.5
188,85.8
174,59.4
192,79.0
162,49.0
174,57.7
194,86.8
173,62.9
178,72.5
184,76.0
161,50.5
189,75.5
191,81.5
184,65.7
190,77.3
174,60.4
193,88.8
180,79.5
170,69.2
166,62.8
181,69.8
181,79.7
181,63.2
161,59.3
171,61.4
175,68.8
179,59.8
162,52.3
165,64.7
192,85.0
185,80.7
189,86.2
164,65.7
176,65.0
179,73.4
193,72.9
171,62.7
176,66.4
188,77.9
166,52.2
164,60.2
168,65.3
161,48.5
163,61.4
171,66.9
182,76.2
185,64.2
175,66.8
169,65.5
161,49.3
178,70.1
183,66.3
183,81.6
177,72.4
170,66.7
170,61.4
183,78.0
185,66.7
160,62.3
192,88.0
174,72.8
175,66.1
170,61.3
166,53.6
185,68.8
172,69.6
194,81.6
167,51.9
162,62.6
189,81.0
191,90.1
161,48.8
163,63.0
161,62.6
174,58.9
182,76.7
172,72.3
170,70.5
165,61.2
160,60.3
188,80.3
190,82.3
161,58.1
162,59.2
185,65.1
175,72.4
188,78.2
191,82.3
171,68.3
167,68.3
193,74.7
182,61.6
179,62.2
171,68.5
172,67.8
171,58.9
173,72.8
167,59.5
189,83.3
170,55.6
172,58.7
187,69.7
169,64.9
180,78.6
193,81.6
176,65.3
189,76.4
174,74.3
191,90.7
191,86.2
166,68.3
183,83.2
180,72.3
194,92.3
187,78.7
179,59.9
175,70.0
184,70.8
168,54.5
167,58.9
180,62.1
186,67.5
186,66.3
171,69.0
161,62.1
175,64.8
178,59.1
173,66.7
163,52.2
172,56.8
192,68.6
193,73.2
164,50.0
168,53.0
192,69.6
180,67.8
193,77.5
167,58.8
190,67.8
165,57.2
185,79.4
168,68.8
162,60.9
187,81.1
176,62.6
171,56.5
160,60.5
172,64.0
171,55.9
186,70.5
160,57.2
168,63.3
174,65.6
183,72.6
173,61.0
179,69.8
168,59.4
178,76.0
193,89.6
185,72.5
163,63.9
192,86.5
173,60.6
185,70.4
161,62.7
192,75.4
160,49.8
193,72.3
190,86.7
181,66.3
178,76.7
181,62.4
195,73.6
186,83.1
169,65.3
188,84.9
184,74.7
192,70.9
176,74.4
164,64.2
193,75.4
177,62.4
183,79.0
169,69.0
162,54.0
177,61.2
189,76.1
184,63.0
177,74.7
170,57.2
194,79.0
170,56.8
165,51.7
170,61.7
171,57.7
167,55.4
181,65.2
164,63.0
160,55.3
195,81.5
190,70.9
192,80.5
186,66.7
185,76.8
194,85.4
194,87.8
169,56.8
177,76.1
163,58.4
182,72.3
194,73.9
189,82.7
162,49.3
171,54.5
193,89.6
180,73.8
170,70.4
188,85.0
169,66.1
182,67.7
184,82.5
170,64.1
195,82.8
180,66.6
178,67.3
191,71.1
195,71.0
193,88.2
185,83.7
163,65.8
189,81.3
177,61.8
195,89.4
162,57.9
180,62.9
165,52.5
176,71.0
173,66.9
190,68.3
189,76.7
184,63.9
173,63.0
181,78.6
160,54.2
194,78.7
191,87.2
172,65.7
185,76.6
177,74.5
180,61.0
183,75.4
165,66.0
187,65.9
185,85.2
169,62.4
171,68.4
165,58.3
194,84.2
167,67.2
171,60.6
173,72.1
165,51.4
170,69.0
195,91.6
192,80.0
162,54.2
195,71.4
171,65.0
195,75.1
189,81.9
187,68.4
174,68.7
173,71.4
192,75.1
161,57.4
179,60.5
194,84.8
175,61.9
169,65.4
188,83.6
170,60.8
170,55.7
183,74.9
193,76.0
185,83.9
164,53.4
183,63.1
193,88.2
187,86.0
169,59.9
181,78.4
193,85.2
174,64.0
177,73.4
186,74.9
174,60.9
175,60.9
179,68.6
164,65.0
168,54.8
192,71.4
191,67.5
161,52.2
188,78.2
168,60.0
184,69.5
171,69.6
164,50.1
186,85.4
189,70.4
168,60.7
188,86.6
186,82.4
177,65.9
164,51.9
167,66.1
169,61.3
178,69.0
163,49.6
177,58.9
168,55.4
191,78.4
183,74.7
190,80.9
195,83.2
181,68.3
174,63.3
190,84.8
191,81.8
176,62.4
183,74.1
186,68.7
172,71.0
190,76.9
170,68.2
192,78.9
193,69.8
181,63.8
182,69.7
168,66.3
185,80.2
167,66.3
191,79.0
195,74.4
193,85.4
171,54.9
173,66.6
166,55.2
161,52.2
163,63.1
195,91.7
170,55.2
168,64.9
177,75.5
178,59.0
180,74.1
187,84.1
163,65.9
174,66.3
189,87.1
170,57.2
164,51.9
176,65.6
186,81.6
182,65.9
164,57.0
175,63.2
182,81.6
193,84.8
173,69.7
189,79.1
192,76.1
190,84.7
170,68.6
185,74.6
180,74.6
170,61.2
160,56.2
167,53.8
193,75.7
192,72.6
184,80.7
180,77.5
181,66.1
171,70.6
188,72.0
171,66.2
173,72.4
167,64.2
191,72.6
177,58.6
186,79.4
166,55.6
167,51.7
190,71.8
190,87.4
175,70.6
171,54.6
168,54.9
180,61.5
177,62.1
189,69.5
194,83.5
173,58.9
188,68.3
192,84.0
175,66.6
162,64.7
164,53.1
170,67.1
194,71.5
182,72.2
172,69.9
183,72.6
192,70.1
179,74.1
180,78.5
168,66.0
178,77.7
185,85.0
188,69.4
166,67.8
191,83.7
191,86.8
166,51.6
188,79.7
163,60.6
184,72.9
177,73.5
186,76.9
192,75.5
175,58.4
182,71.0
161,63.0
195,91.2
167,67.4
169,60.0
193,85.6
170,69.0
187,76.3
174,68.4
166,56.9
193,85.8
192,72.2
186,75.7
189,86.6
186,73.6
194,79.9
188,65.9
167,53.9
173,66.9
174,69.8
192,75.7
161,63.9
165,66.3
181,64.1
192,83.5
179,62.3
175,71.1
190,68.6
189,81.2
163,53.7
168,67.3
179,60.9
164,58.8
170,54.3
161,51.4
189,77.5
192,88.4
182,64.7
188,79.0
180,72.0
193,80.8
195,73.4
181,62.4
190,80.5
181,78.5
176,69.3
190,89.5
175,64.1
163,62.3
166,66.5
161,57.1
179,67.4
171,67.8
173,64.0
183,70.6
186,82.8
171,69.3
195,71.7
177,75.7
183,64.4
163,53.6
183,81.9
166,67.7
160,59.7
171,68.8
167,58.0
162,52.9
186,65.2
190,79.8
182,63.0
172,64.0
162,63.6
172,54.8
167,58.7
163,50.1
191,78.1
180,63.7
167,65.9
178,71.1
172,56.6
191,90.7
193,82.8
164,60.8
185,79.2
189,87.6
187,78.9
190,89.2
162,61.6
168,69.7
173,56.1
178,60.3
190,76.4
163,50.9
182,68.1
164,64.2
191,76.2
180,78.2
178,58.9
189,72.7
182,73.2
169,59.8
178,70.9
191,73.2
176,62.9
178,64.5
179,75.0
188,86.4
180,66.0
174,72.0
186,68.0
188,74.1
182,76.4
175,68.2
164,50.7
177,61.8
161,60.7
180,70.8
190,76.7
184,82.6
177,72.6
180,71.9
166,61.0
168,67.2
169,58.1
172,63.9
163,56.1
174,71.8
178,59.3
177,58.4
186,79.4
182,64.2
195,90.6
174,70.0
163,51.2
184,80.1
194,93.6
162,50.5
172,72.0
177,71.7
172,68.9
182,64.0
178,60.3
162,52.1
174,60.5
180,60.1
172,71.3
191,71.4
174,72.7
186,77.5
186,65.2
177,62.6
194,76.3
168,54.6
186,80.2
175,74.4
186,85.3
176,63.9
191,83.4
181,69.7
170,56.9
184,76.6
171,66.3
175,67.8
175,68.9
160,62.2
171,59.8
165,67.7
166,68.0
182,64.7
186,77.1
176,72.1
189,77.2
171,65.2
181,75.2
188,74.4
162,60.7
173,61.1
169,66.2
172,58.8
172,69.4
189,77.9
168,57.4
172,71.3
177,72.2
